paper_id,decision,rq_label,query,retriever_type,retrieved_contexts,retrieved_chunk_ids,similarity_scores
ICLR_2017_19,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['This leads me to believe the authors are more than capable of following to a significant extent the aforementioned suggestions for improvement, thus leading to an even better paper.', 'The paper is well written, mathematically solid, and conceptually exhaustive.', 'The main contributions of the paper are: 1.', 'However, the paper could use stronger experiments as suggested to earlier to bolster its claims.', 'Overall, the contribution of the paper is solid in terms of technical novelty and problem formulations.']","['ICLR_2017_19_review_2_chunk_17', 'ICLR_2017_19_review_0_chunk_5', 'ICLR_2017_19_review_1_chunk_1', 'ICLR_2017_19_review_1_chunk_20', 'ICLR_2017_19_review_1_chunk_19']","[1.1533958911895752, 1.2496981620788574, 1.3022334575653076, 1.339634656906128, 1.3965072631835938]"
ICLR_2017_19,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['Experimental results: - Overall, I find the experimental results unsatisfying given the small scale and toy simulations.', 'Also, the policy representation is fixed and the values are approximated in linear form using problem-specific features.', '4 makes good arguments for different choices, I would have liked to see more experimental results comparing the 3 approaches: fully connected, convolutional and locally connected dynamics.', 'The main contributions of the paper are: 1.', 'Overall, I recommend this paper as it would benefit many researchers in robotics.']","['ICLR_2017_19_review_1_chunk_15', 'ICLR_2017_19_review_0_chunk_13', 'ICLR_2017_19_review_1_chunk_7', 'ICLR_2017_19_review_1_chunk_1', 'ICLR_2017_19_review_0_chunk_9']","[0.23369361514879727, 0.16640968586358987, 0.10659005038851209, 0.08118114456776868, 0.05144545411379942]"
NIPS_2019_1114,Accept,Q1_Justification,"Given the decision was 'Accept', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"['---- After Rebuttal ---- The authors have addressed my concerns, so I am changing my score to accept.', 'This is a well-written original paper.', 'In addition, the paper gives several experiments to show the effectiveness of their approach.', 'One of my main concerns is whether the paper is novel/significant enough for NeurIPS.', 'I think the contributions are significant.']","['NIPS_2019_1114_review_2_chunk_11', 'NIPS_2019_1114_review_0_chunk_0', 'NIPS_2019_1114_review_2_chunk_2', 'NIPS_2019_1114_review_2_chunk_3', 'NIPS_2019_1114_review_1_chunk_2']","[1.0611896514892578, 1.3060929775238037, 1.4179280996322632, 1.4633533954620361, 1.49105966091156]"
NIPS_2019_1114,Accept,Q1_Justification,"Given the decision was 'Accept', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"['One of my main concerns is whether the paper is novel/significant enough for NeurIPS.', 'How can the result be compared to fully stochastic setup where new selection is given not by an optimization of a given large set but by random sampling of the union of subspaces?', '---- After Rebuttal ---- The authors have addressed my concerns, so I am changing my score to accept.', 'This is a well-written original paper.', 'What would be a gain from ""optimizing"" from a given set rather than purely random increment?']","['NIPS_2019_1114_review_2_chunk_3', 'NIPS_2019_1114_review_1_chunk_22', 'NIPS_2019_1114_review_2_chunk_11', 'NIPS_2019_1114_review_0_chunk_0', 'NIPS_2019_1114_review_1_chunk_23']","[0.20682772260293836, 0.17608090645634494, 0.1669309470324567, 0.16276683759576066, 0.1387977380418485]"
NIPS_2019_1114,Accept,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['---- After Rebuttal ---- The authors have addressed my concerns, so I am changing my score to accept.', 'This is a well-written original paper.', 'In addition, the paper gives several experiments to show the effectiveness of their approach.', 'One of my main concerns is whether the paper is novel/significant enough for NeurIPS.', 'On the other hand, there are several questions and major issues particularly with the presentation.']","['NIPS_2019_1114_review_2_chunk_11', 'NIPS_2019_1114_review_0_chunk_0', 'NIPS_2019_1114_review_2_chunk_2', 'NIPS_2019_1114_review_2_chunk_3', 'NIPS_2019_1114_review_1_chunk_3']","[1.148406744003296, 1.3354160785675049, 1.33998703956604, 1.358682632446289, 1.4176883697509766]"
NIPS_2019_1114,Accept,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['It would be interesting to see how the main results reduces to the analogous results by the original SSC.', 'This is a well-written original paper.', 'The effectiveness of the algorithm is well supported by theoretical guarantees and experimental results.', 'One of my main concerns is whether the paper is novel/significant enough for NeurIPS.', 'To understand the implication of the main theoretic results, it will be important to see the key structures of the algorithm.']","['NIPS_2019_1114_review_1_chunk_19', 'NIPS_2019_1114_review_0_chunk_0', 'NIPS_2019_1114_review_0_chunk_2', 'NIPS_2019_1114_review_2_chunk_3', 'NIPS_2019_1114_review_1_chunk_7']","[0.34070791260696043, 0.24598386758811713, 0.18363233043764293, 0.16391355207286226, 0.16202343454000998]"
ICLR_2020_385,Accept (Poster),Q1_Justification,"Given the decision was 'Accept (Poster)', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"['However, I believe the level of the paper is marginally below the threshold of acceptance and therefore would recommend to reject it.', 'I recommend to accept.', 'The writing of the paper is clear and easily understandable.', 'So, the short version of my review is that I believe this paper is imcomplete, in that not enough different data sets were investigated.', '********************************************************************************* Technical comments for the authors: -Please rewrite or elaborate on the first two paragraphs of section 6 for clarity.']","['ICLR_2020_385_review_1_chunk_6', 'ICLR_2020_385_review_2_chunk_6', 'ICLR_2020_385_review_1_chunk_4', 'ICLR_2020_385_review_0_chunk_13', 'ICLR_2020_385_review_2_chunk_7']","[0.9479241967201233, 1.149533748626709, 1.2131718397140503, 1.3341330289840698, 1.4023199081420898]"
ICLR_2020_385,Accept (Poster),Q1_Justification,"Given the decision was 'Accept (Poster)', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"['I recommend to accept.', 'Put in the main text: its an important clarification.', '» In this specific case, no reference was given to support the claim.', 'The quantity I would consider to be the ""main term"" is the quantity ""fro/spec"".', 'I expect Appendix C may raise copius matching arguments amongst the theory community, with some valid and some invalid complaints.']","['ICLR_2020_385_review_2_chunk_6', 'ICLR_2020_385_review_0_chunk_26', 'ICLR_2020_385_review_1_chunk_15', 'ICLR_2020_385_review_2_chunk_17', 'ICLR_2020_385_review_0_chunk_9']","[0.2974959685557826, 0.16168696660061652, 0.11834137961903238, 0.1169176922024546, 0.11141294181008107]"
ICLR_2020_385,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['However, I believe the level of the paper is marginally below the threshold of acceptance and therefore would recommend to reject it.', 'The authors give careful attention to various potential obstacles related to experimental design and statistical validity.', 'So, the short version of my review is that I believe this paper is imcomplete, in that not enough different data sets were investigated.', 'The writing of the paper is clear and easily understandable.', 'If I appreciate the extent efforts made in trying to evaluate different measures of generalization gaps, I do not believe that the findings are conclusive enough.']","['ICLR_2020_385_review_1_chunk_6', 'ICLR_2020_385_review_2_chunk_4', 'ICLR_2020_385_review_0_chunk_13', 'ICLR_2020_385_review_1_chunk_4', 'ICLR_2020_385_review_1_chunk_8']","[1.1959794759750366, 1.237471580505371, 1.238716721534729, 1.3093594312667847, 1.321637749671936]"
ICLR_2020_385,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['The paper is solely empirical but I believe that the empirical section is a bit weak, or at least some important points remain unclear.', '» In this specific case, no reference was given to support the claim.', 'Indeed, a given measure might very correlate with generalization gap on this specific dataset but not on others.', '(4) Table 1 legend should mention the ""numerical results"" are for equations 2, 4 and 5.', ""The results of the authors' experiments are highly valuable to the research community.""]","['ICLR_2020_385_review_1_chunk_7', 'ICLR_2020_385_review_1_chunk_15', 'ICLR_2020_385_review_1_chunk_10', 'ICLR_2020_385_review_0_chunk_27', 'ICLR_2020_385_review_2_chunk_5']","[0.176556596405713, 0.1346691220629278, 0.1265512645434196, 0.1086162452851211, 0.10112750076391198]"
NIPS_2019_823,Accept,Q1_Justification,"Given the decision was 'Accept', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"['I would gladly vote for acceptance of the paper.', 'Also, the paper is well-written.', '==Clarity== The paper is clear and well-written.', 'And therefore, the conclusion is trustworthy.', 'UPDATE: I thank the authors for their feedback, which I have read.']","['NIPS_2019_823_review_0_chunk_1', 'NIPS_2019_823_review_0_chunk_8', 'NIPS_2019_823_review_2_chunk_11', 'NIPS_2019_823_review_0_chunk_7', 'NIPS_2019_823_review_2_chunk_0']","[1.039692759513855, 1.1699656248092651, 1.2279765605926514, 1.2544431686401367, 1.329272747039795]"
NIPS_2019_823,Accept,Q1_Justification,"Given the decision was 'Accept', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"['In terms of the strengths and weaknesses The overall Quality of the work is high.', 'It would help if the authors can clarify what are the main new contributions of this submission with respect to the ICML2019 workshop paper.', 'The authors mentioned that one reason might be the small test data size.', 'Also, the paper is well-written.', 'An IID split would have given an artificially high generalization estimate for what the trained model would be able to achieve ""in the field"".']","['NIPS_2019_823_review_1_chunk_5', 'NIPS_2019_823_review_1_chunk_22', 'NIPS_2019_823_review_0_chunk_24', 'NIPS_2019_823_review_0_chunk_8', 'NIPS_2019_823_review_2_chunk_18']","[0.3624352967256713, 0.12402275624171888, 0.12114258392917583, 0.092699464366299, 0.08645113196457806]"
NIPS_2019_823,Accept,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['And therefore, the conclusion is trustworthy.', 'Also, the paper is well-written.', '==Clarity== The paper is clear and well-written.', 'I am not inclined to alter my score from an 8, but once again emphasize that this paper is a good one and I hope to see it published.', '==Significance== In general, I think this paper will be of high significance as it begins to cast doubt on a common fear (adaptive overfitting).']","['NIPS_2019_823_review_0_chunk_7', 'NIPS_2019_823_review_0_chunk_8', 'NIPS_2019_823_review_2_chunk_11', 'NIPS_2019_823_review_2_chunk_1', 'NIPS_2019_823_review_2_chunk_12']","[1.1022859811782837, 1.1352612972259521, 1.2139009237289429, 1.287414789199829, 1.2927474975585938]"
NIPS_2019_823,Accept,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['First, there are too many points.', 'Can the authors add some results on this?', 'The content is not the same but there seems to be notable overlap, and the ICML2019 paper is not cited in the present submission.', 'Also, it would be nice to lay the points above the y=x line so that we can see them.', 'The statistical methods used here are appropriate.']","['NIPS_2019_823_review_0_chunk_17', 'NIPS_2019_823_review_0_chunk_29', 'NIPS_2019_823_review_1_chunk_21', 'NIPS_2019_823_review_0_chunk_20', 'NIPS_2019_823_review_0_chunk_6']","[0.38402204015237346, 0.1712884365218143, 0.15241443555904655, 0.13700782868457237, 0.11088853883471897]"
ICLR_2018_321,Accept (Poster),Q1_Justification,"Given the decision was 'Accept (Poster)', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"['The paper is well presented and organized.', 'However, this paper is not strong enough as a theory paper; rather, the value lies perhaps in its fresh perspective.', 'In general, I find many of the observations in this paper interesting.', 'In my personal opinion, the explanations are opaque and unsatisfactory.', 'Page 9, conclusion, the beginning sentence of the second paragraph is erroneous.']","['ICLR_2018_321_review_1_chunk_2', 'ICLR_2018_321_review_2_chunk_2', 'ICLR_2018_321_review_2_chunk_1', 'ICLR_2018_321_review_2_chunk_8', 'ICLR_2018_321_review_2_chunk_40']","[1.3319153785705566, 1.3595575094223022, 1.4053610563278198, 1.4191237688064575, 1.4559422731399536]"
ICLR_2018_321,Accept (Poster),Q1_Justification,"Given the decision was 'Accept (Poster)', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"['It would be of direct interest to check whether such condition holds for a pretrained embedding (say GloVe) given some BoWs.', 'The main insight in this paper is that LSTMs can be viewed as producing a sort of sketch of tensor representations of n-grams.', 'However, this paper is not strong enough as a theory paper; rather, the value lies perhaps in its fresh perspective.', 'The second contribution of the paper is the (empirical) observation that, in terms of sparse recovery of embedded words, the pretrained embeddings are better than random matrices, the latter being the main focus of compressive sensing theory.', 'The paper is well presented and organized.']","['ICLR_2018_321_review_2_chunk_17', 'ICLR_2018_321_review_0_chunk_0', 'ICLR_2018_321_review_2_chunk_2', 'ICLR_2018_321_review_2_chunk_6', 'ICLR_2018_321_review_1_chunk_2']","[0.16891819222481388, 0.15406408598213547, 0.1318909153907233, 0.12165568155602308, 0.1159492230891292]"
ICLR_2018_321,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['In general, I find many of the observations in this paper interesting.', 'The paper is well presented and organized.', 'However, this paper is not strong enough as a theory paper; rather, the value lies perhaps in its fresh perspective.', 'In my personal opinion, the explanations are opaque and unsatisfactory.', 'Page 9, conclusion, the beginning sentence of the second paragraph is erroneous.']","['ICLR_2018_321_review_2_chunk_1', 'ICLR_2018_321_review_1_chunk_2', 'ICLR_2018_321_review_2_chunk_2', 'ICLR_2018_321_review_2_chunk_8', 'ICLR_2018_321_review_2_chunk_40']","[1.149221420288086, 1.2526980638504028, 1.331407070159912, 1.3358960151672363, 1.4322385787963867]"
ICLR_2018_321,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['My most criticism regarding this paper is the narrow scope on compressive sensing, and this really undermines the potential contribution in Section 5.', 'In Theorem 4.1, please be specific about how the l2-regularization is chosen.', 'The paper also provides numerical results to support their theoretical findings.', 'However, this paper is not strong enough as a theory paper; rather, the value lies perhaps in its fresh perspective.', 'Partial explanations are provided, again using results in compressive sensing theory.']","['ICLR_2018_321_review_2_chunk_11', 'ICLR_2018_321_review_2_chunk_27', 'ICLR_2018_321_review_1_chunk_1', 'ICLR_2018_321_review_2_chunk_2', 'ICLR_2018_321_review_2_chunk_7']","[0.26419873090694873, 0.171290200347642, 0.14459943752050503, 0.0927300223804939, 0.09156543458100945]"
ICLR_2019_870,Reject,Q1_Justification,"Given the decision was 'Reject', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"['Originality and significance: The technical contribution of the paper is very limited.', 'There are some strong arguments that require further justification.', 'Clarity: Overall, the presentation of the paper can be significantly improved.', 'These differences are relatively minor, so I question the novelty of this paper.', 'Please revise your draft.']","['ICLR_2019_870_review_1_chunk_9', 'ICLR_2019_870_review_2_chunk_13', 'ICLR_2019_870_review_1_chunk_4', 'ICLR_2019_870_review_2_chunk_8', 'ICLR_2019_870_review_1_chunk_24']","[1.2481011152267456, 1.2503182888031006, 1.2844269275665283, 1.354615569114685, 1.3843375444412231]"
ICLR_2019_870,Reject,Q1_Justification,"Given the decision was 'Reject', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"['Overall comment I believe the method proposed in this paper is rather incremental and analysis is not supporting the main arguments of this paper and strength of the proposed method.', 'There are some strong arguments that require further justification.', 'The main idea of this paper is using meta-learning to train a single neural network performing guidance segmentation.', 'I looked through the related work, it just mentioned some previous work without defining or describing it.', 'Given a set of user-annotated points, the proposed model learns to generate dense segmentation masks of objects.']","['ICLR_2019_870_review_2_chunk_20', 'ICLR_2019_870_review_2_chunk_13', 'ICLR_2019_870_review_2_chunk_1', 'ICLR_2019_870_review_0_chunk_8', 'ICLR_2019_870_review_1_chunk_1']","[0.27711452306801604, 0.14437218265726104, 0.10810556661217519, 0.10809378499989597, 0.0950937650886719]"
ICLR_2019_870,Reject,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['Clarity: Overall, the presentation of the paper can be significantly improved.', 'Especially, the only differences with the referenced paper (Shaban et al., 2017) is how the support is fused and how multiple guidance could be handled, which can be done by averaging.', 'Originality and significance: The technical contribution of the paper is very limited.', 'These differences are relatively minor, so I question the novelty of this paper.', 'Experiments are very thorough.']","['ICLR_2019_870_review_1_chunk_4', 'ICLR_2019_870_review_2_chunk_7', 'ICLR_2019_870_review_1_chunk_9', 'ICLR_2019_870_review_2_chunk_8', 'ICLR_2019_870_review_0_chunk_4']","[1.0511902570724487, 1.267350435256958, 1.2740153074264526, 1.3154735565185547, 1.396262288093567]"
ICLR_2019_870,Reject,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['This paper tackles this problem and showed results on various segmentation problems.', 'Finally, the paper does not present qualitative results, which are essential to understanding the performance of the segmentation system.', 'The method is compared against only a few (not popular) interactive segmentation methods, although there exist many recent works addressing the same task (e.g.', 'Given a set of user-annotated points, the proposed model learns to generate dense segmentation masks of objects.', 'Experiment: Overall, I am not quite convinced with the experiment results.']","['ICLR_2019_870_review_2_chunk_5', 'ICLR_2019_870_review_1_chunk_21', 'ICLR_2019_870_review_1_chunk_12', 'ICLR_2019_870_review_1_chunk_1', 'ICLR_2019_870_review_1_chunk_11']","[0.16497535260126855, 0.14075271828918656, 0.1363651464079757, 0.1221623912621455, 0.12201143104604216]"
ICLR_2018_268,Accept (Poster),Q1_Justification,"Given the decision was 'Accept (Poster)', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"['Without a comparison of this form the paper is incomplete and the findings are difficult to put in the context of state-of-the-art.', 'This makes it difficult to asses the significance and viability of the approach.', 'Overall the approach is interesting from the conceptual point of view, however, experimental validation is very preliminary.', 'Within their data driven approach they pose minimal assumptions on the model, requiring the group properties (associativity, invertibility, identity) to be fulfilled.', 'Pros: - interesting concept of combining algebraic structure with a data driven method - clear idea development and well written - transparent model with enough information for re-implementation - honest pointers to scenarios where the method might not work well Cons: - the method is only intrinsically evaluated (Tables 2 and 3), but not compared with results from other motion estimation methods']","['ICLR_2018_268_review_1_chunk_10', 'ICLR_2018_268_review_1_chunk_6', 'ICLR_2018_268_review_1_chunk_5', 'ICLR_2018_268_review_0_chunk_1', 'ICLR_2018_268_review_0_chunk_4']","[1.178479552268982, 1.3284032344818115, 1.3443152904510498, 1.5591959953308105, 1.6077972650527954]"
ICLR_2018_268,Accept (Poster),Q1_Justification,"Given the decision was 'Accept (Poster)', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"['The paper presents a method that given a sequence of frames, estimates a corresponding motion embedding to be the hidden state of an RNN (over convolutional features) at the last frame of the sequence.', 'Pros 1)The neural architecture for motion embedding computation appears reasonable 2)The paper tackles an interesting problem Cons 1)For a big part of the introduction the paper refers to the problem of `` ````""learning motion” or `\'\'understanding motion” without being specific what it means by that.', 'Paper proposes an approach for learning video motion features in an unsupervised manner.', 'Without a comparison of this form the paper is incomplete and the findings are difficult to put in the context of state-of-the-art.', 'The paper also shows that linear regressor trained in KITTI on top of the unsupervised motion embedding to estimate camera motion performs better than chance.']","['ICLR_2018_268_review_2_chunk_0', 'ICLR_2018_268_review_2_chunk_7', 'ICLR_2018_268_review_1_chunk_0', 'ICLR_2018_268_review_1_chunk_10', 'ICLR_2018_268_review_2_chunk_4']","[0.21610781317478023, 0.10847095256139194, 0.09916363230500415, 0.09187031810959159, 0.07579029584524283]"
ICLR_2018_268,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['Without a comparison of this form the paper is incomplete and the findings are difficult to put in the context of state-of-the-art.', 'Overall the approach is interesting from the conceptual point of view, however, experimental validation is very preliminary.', 'This makes it difficult to asses the significance and viability of the approach.', 'In particular, the lack of direct comparison, makes it difficult to asses whether the proposed group constraints are competitive with brightness constancy (or similar) constraints used to learn motion in an unsupervised manner in other papers.', 'Within their data driven approach they pose minimal assumptions on the model, requiring the group properties (associativity, invertibility, identity) to be fulfilled.']","['ICLR_2018_268_review_1_chunk_10', 'ICLR_2018_268_review_1_chunk_5', 'ICLR_2018_268_review_1_chunk_6', 'ICLR_2018_268_review_1_chunk_7', 'ICLR_2018_268_review_0_chunk_1']","[1.165766716003418, 1.298404574394226, 1.474788784980774, 1.7160694599151611, 1.7309825420379639]"
ICLR_2018_268,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['Pros 1)The neural architecture for motion embedding computation appears reasonable 2)The paper tackles an interesting problem Cons 1)For a big part of the introduction the paper refers to the problem of `` ````""learning motion” or `\'\'understanding motion” without being specific what it means by that.', 'Pros: - interesting concept of combining algebraic structure with a data driven method - clear idea development and well written - transparent model with enough information for re-implementation - honest pointers to scenarios where the method might not work well Cons: - the method is only intrinsically evaluated (Tables 2 and 3), but not compared with results from other motion estimation methods', '2)The empirical results are not convincing of the strength of imposing group transformations for self-supervised learning of motion embeddings.', 'Paper proposes an approach for learning video motion features in an unsupervised manner.', 'Without a comparison of this form the paper is incomplete and the findings are difficult to put in the context of state-of-the-art.']","['ICLR_2018_268_review_2_chunk_7', 'ICLR_2018_268_review_0_chunk_4', 'ICLR_2018_268_review_2_chunk_8', 'ICLR_2018_268_review_1_chunk_0', 'ICLR_2018_268_review_1_chunk_10']","[0.1563493096794656, 0.12652721007271642, 0.09791384304765822, 0.06608781661853891, 0.06122717164331962]"
ICLR_2019_388,Accept (Poster),Q1_Justification,"Given the decision was 'Accept (Poster)', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"['I like the paper, before and after, and so do the other reviewers.', 'Clarity: some sections of the paper were harder to digest, but overall the quality of the writing is good and the authors have made efforts to present examples and diagrams where appropriate.', 'Perhaps some intermediate results could help prospective readers understand better and be convinced of the protocol’s merits.', 'Quality: this paper appears to contain a lot of work, and in general is of high quality.', 'I found this part of the paper the hardest to follow and the least convincing.']","['ICLR_2019_388_review_0_chunk_1', 'ICLR_2019_388_review_1_chunk_3', 'ICLR_2019_388_review_1_chunk_32', 'ICLR_2019_388_review_1_chunk_2', 'ICLR_2019_388_review_1_chunk_31']","[1.1016101837158203, 1.120903730392456, 1.1544387340545654, 1.1629478931427002, 1.262176275253296]"
ICLR_2019_388,Accept (Poster),Q1_Justification,"Given the decision was 'Accept (Poster)', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"['There are some drawbacks, but I don’t think they are major or would justify rejection (see comments below).', 'If a model were to output exactly the same frame as given in context, would the distance be zero?', 'I like the paper, before and after, and so do the other reviewers.', 'The authors do a good job at showing a first version of a TAP loss, generalizing it to express preferences, and its extension to VAE and GAN models, showing that Weaknesses: [-] The claim that the model discovers meaningful planning subgoals might be overstated.', 'I found this part of the paper the hardest to follow and the least convincing.']","['ICLR_2019_388_review_1_chunk_11', 'ICLR_2019_388_review_1_chunk_29', 'ICLR_2019_388_review_0_chunk_1', 'ICLR_2019_388_review_2_chunk_6', 'ICLR_2019_388_review_1_chunk_31']","[0.15452792180934505, 0.14478098038927498, 0.09310713926928496, 0.08298447835808169, 0.07726157543169689]"
ICLR_2019_388,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['I like the paper, before and after, and so do the other reviewers.', 'Clarity: some sections of the paper were harder to digest, but overall the quality of the writing is good and the authors have made efforts to present examples and diagrams where appropriate.', 'Quality: this paper appears to contain a lot of work, and in general is of high quality.', 'Perhaps some intermediate results could help prospective readers understand better and be convinced of the protocol’s merits.', 'The first few pages of the paper are a joy to read and convincing by default without looking at experimental evidence.']","['ICLR_2019_388_review_0_chunk_1', 'ICLR_2019_388_review_1_chunk_3', 'ICLR_2019_388_review_1_chunk_2', 'ICLR_2019_388_review_1_chunk_32', 'ICLR_2019_388_review_0_chunk_7']","[0.9858869314193726, 1.049524188041687, 1.0519602298736572, 1.1889238357543945, 1.2769596576690674]"
ICLR_2019_388,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['I like the paper, before and after, and so do the other reviewers.', 'What results does figure 4 present?', 'Some video results might prove more valuable to follow than the tiny figures in the paper and supplementary.', 'There would be a clearer mapping between fixT methods and the normalized matching step (e.g., we would expect fix0.75 to achieve a matching step of 0.75 instead of 6 / ?', 'Perhaps some intermediate results could help prospective readers understand better and be convinced of the protocol’s merits.']","['ICLR_2019_388_review_0_chunk_1', 'ICLR_2019_388_review_1_chunk_17', 'ICLR_2019_388_review_0_chunk_2', 'ICLR_2019_388_review_1_chunk_21', 'ICLR_2019_388_review_1_chunk_32']","[0.38974805340004365, 0.14984643946429263, 0.1457889775300985, 0.09595884720583454, 0.08736550099024758]"
ICLR_2018_651,Reject,Q1_Justification,"Given the decision was 'Reject', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"[""Other than the necessarily condensed model section (describing a model explained at greater length in a different work) the paper is quite clear and well-written throughout, and the authors' explication of metrics like BLEU and greedy matching is straightforward and readable."", ""But the novel work in the paper is limited to the human evaluations collected and the correlation studies run, and the authors' efforts to analyze and extend these results fall short of what I'd like to see in a conference paper."", 'Is it the dominant or state-of-the-art approach?', ""However, there isn't enough novel contribution in this paper to warrant a publication."", 'iii) About the scatter plot Figure 3, the authors should include more points with a bad metric score (similar to Figure 1 in Liu 2016).']","['ICLR_2018_651_review_2_chunk_2', 'ICLR_2018_651_review_2_chunk_3', 'ICLR_2018_651_review_2_chunk_6', 'ICLR_2018_651_review_0_chunk_4', 'ICLR_2018_651_review_1_chunk_8']","[1.3763757944107056, 1.417189598083496, 1.4774675369262695, 1.4859106540679932, 1.5615324974060059]"
ICLR_2018_651,Reject,Q1_Justification,"Given the decision was 'Reject', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"[""This paper's main thesis is that automatic metrics like BLEU, ROUGE, or METEOR is suitable for task-oriented natural language generation (NLG)."", 'Many of the details unnecessary: 1) various LSTM model descriptions are unhelpful given the base LSTM model does just as well on the presented tasks 2) Many embedding based eval methods are proposed but no conclusions are drawn from any of these techniques.', ""But the novel work in the paper is limited to the human evaluations collected and the correlation studies run, and the authors' efforts to analyze and extend these results fall short of what I'd like to see in a conference paper."", ""However, there isn't enough novel contribution in this paper to warrant a publication."", ""1) This paper conducts an empirical study of different unsupervised metrics' correlations in task-oriented dialogue generation.""]","['ICLR_2018_651_review_0_chunk_0', 'ICLR_2018_651_review_0_chunk_5', 'ICLR_2018_651_review_2_chunk_3', 'ICLR_2018_651_review_0_chunk_4', 'ICLR_2018_651_review_1_chunk_0']","[0.17611312638568594, 0.0965049656469514, 0.0712419136193901, 0.06647949982737915, 0.05202786452741177]"
